,product_name,prices,processor brand,processor name,ram,graphic card,operating system
0,"HP Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq4022TU Thin and Light Laptop  (15.6 Inch, Jet Black, 1.69 Kg, With MS Office)","₹55,999",Intel,Core i5,8 GB,Intel Integrated Iris Xe Graphics,Windows 11 Home
1,"HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq2629TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 KG, With MS Office)","₹42,990",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 11 Home
2,"ASUS VivoBook 15 (2021) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ362WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)","₹39,990",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 11 Home
3,"Lenovo IdeaPad 3 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15IML05 Thin and Light Laptop  (15.6 Inch, Platinum Grey, 1.7 kg, With MS Office)","₹37,490",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 11 Home
4,"DELL Vostro Core i3 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) X9K0T Thin and Light Laptop  (15.6 inch, Black, 1.8 kg, With MS Office)","₹41,490",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 11 Home
5,"acer Aspire 7 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) A715-75G-50TA/ A715-75G-41G/ A715-75G-52AA Gaming Laptop  (15.6 inch, Black, 2.15 Kg)","₹52,940",Intel,Core i5,8 GB,NVIDIA GeForce GTX 1650,Windows 10 Home
6,"HP Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 10 Home) 15s-GY0501AU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 kg, With MS Office)","₹38,990",AMD,Ryzen 3 Dual Core,8 GB,AMD Radeon AMD,Windows 10 Home
7,"ASUS VivoBook 14 Pentium Silver - (4 GB/256 GB SSD/Windows 11 Home) X415KA-EK111WS Thin and Light Laptop  (14 Inch, Transparent Silver, 1.50 Kg, With MS Office)","₹29,990",Intel,Pentium Silver,4 GB,Intel Integrated UHD Graphics 600,Windows 11 Home
8,"ASUS Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) X515EA-EJ312WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)","₹38,990",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 11 Home
9,"HP Pavilion Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/144 Hz) 15-ec2004AX Gaming Laptop  (15.6 inch, Shadow Black, 1.98 kg)","₹59,940",AMD,Ryzen 5 Hexa Core,8 GB,NVIDIA GeForce GTX 1650,Windows 11 Home
10,"DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop  (15.6 Inch, Carbon Black, 1.8 Kgs, With MS Office)","₹45,490",Intel,Core i3,8 GB,Intel Integrated UHD Graphics,Windows 11 Home
11,"Lenovo IdeaPad 3 Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) 15IML05 Thin and Light Laptop  (15.6 inch, Platinum Grey, 1.7 kg, With MS Office)","₹37,490",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 10 Home
12,"acer Aspire 3 Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) A315-23 Laptop  (15.6 inch, Pure Silver, 1.9 kg)","₹36,990",AMD,Ryzen 3 Dual Core,8 GB,AMD Radeon AMD,Windows 11 Home
13,"Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ALC6 Thin and Light Laptop  (15.6 inch, Arctic Grey, 1.65 kg, With MS Office)","₹50,490",AMD,Ryzen 5 Hexa Core,8 GB,AMD Radeon AMD,Windows 11 Home
14,"ASUS VivoBook 14 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) X415FA-BV341T Thin and Light Laptop  (14 inch, Slate Grey, 1.80 kg)","₹33,875",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 10 Home
15,"ASUS VivoBook K15 OLED (2021) Ryzen 5 Hexa Core 5500U - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) KM513UA-L503WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)","₹57,990",AMD,Ryzen 5 Hexa Core,8 GB,AMD Radeon AMD,Windows 11 Home
16,"ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/144 Hz) FX506LH-HN258T Gaming Laptop  (15.6 inch, Black Plastic, 2.3 KG)","₹64,940",Intel,Core i5,8 GB,NVIDIA GeForce GTX 1650,Windows 10 Home
17,"Lenovo Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15IML05 Thin and Light Laptop  (15.6 inch, Platinum Grey, 1.7 Kg, With MS Office)","₹39,990",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 11 Home
18,"HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-dy3501TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.75 kg, With MS Office)","₹42,990",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 11 Home
19,"DELL Vostro Core i3 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) Vostro 3401 Thin and Light Laptop  (14 inch, Dune, 1.58 kg, With MS Office)","₹39,490",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 10 Home
20,"APPLE 2020 Macbook Air M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MGN63HN/A  (13.3 inch, Space Grey, 1.29 kg)","₹90,990",Apple,M1,8 GB,NA,Mac OS Big Sur
21,"Nokia PureBook X14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) NKi510UL85S Thin and Light Laptop  (14 inch, Black, 1.1 kg)","₹53,990",Intel,Core i5,8 GB,Intel Integrated UHD,Windows 10 Home
22,"ASUS ASUS TUF Gaming A17 Ryzen 7 Octa Core 4800H - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) FA706IC-HX003T Gaming Laptop  (17.3 inch, Graphite Black, 2.60 kg)","₹79,940",AMD,Ryzen 7 Octa Core,16 GB,NVIDIA GeForce RTX 3050,Windows 10 Home
23,"Lenovo Legion 5 Ryzen 5 Hexa Core 4600H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/120 Hz) 15ARH05 Gaming Laptop  (15.6 inch, Phantom Black, 2.3 kg)","₹68,450",AMD,Ryzen 5 Hexa Core,8 GB,NVIDIA GeForce GTX 1650,Windows 10 Home
24,"Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Laptop  (15.6 inch, Arctic Grey, 1.65 kg, With MS Office)","₹39,990",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 11 Home
25,"acer Aspire 7 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) A715-42G Gaming Laptop  (15.6 inch, Black, 2.15 kg)","₹54,940",AMD,Ryzen 5 Hexa Core,8 GB,NVIDIA GeForce GTX 1650,Windows 10 Home
26,"ASUS VivoBook 15 (2021) Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) X515EA-EJ302TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)","₹36,990",Intel,Core i3,4 GB,Intel Integrated UHD,Windows 10 Home
27,"HP Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq4022TU Thin and Light Laptop  (15.6 Inch, Jet Black, 1.69 Kg, With MS Office)","₹55,999",Intel,Core i5,8 GB,Intel Integrated Iris Xe Graphics,Windows 11 Home
28,"DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) INSPIRON 3515 Thin and Light Laptop  (14.96 Inch, Carbon Black, 1.8 Kgs, With MS Office)","₹36,990",AMD,Ryzen 3 Dual Core,8 GB,AMD Radeon Radeon Graphics,Windows 11 Home
29,"HP Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 14s-fq1089au Thin and Light Laptop  (14 Inch, Natural Silver, 1.46 Kg kg, With MS Office)","₹43,990",AMD,Ryzen 3 Quad Core,8 GB,AMD Radeon Radeon Graphics,Windows 11 Home
30,"DELL Vostro Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10) VOSTRO 3400 Thin and Light Laptop  (14.96 Inch, Accent Black, 1.58 kg, With MS Office)","₹40,990",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 10
31,"ASUS Ryzen 3 Dual Core 3250U 3rd Gen - (8 GB/256 GB SSD/Windows 10 Home) M515DA-BQ322TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)","₹36,990",AMD,Ryzen 3 Dual Core,8 GB,AMD Radeon AMD,Windows 10 Home
32,"HP 15s Ryzen 3 Dual Core 3250U - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 15s-GR0012AU Laptop  (15.6 inch, Natural Silver, 1.82 kg, With MS Office)","₹41,999",AMD,Ryzen 3 Dual Core,8 GB,AMD Radeon Vega 6,Windows 10 Home
33,"Lenovo IdeaPad 3 Celeron Dual Core 4th Gen - (4 GB/256 GB SSD/Windows 11 Home) 14IGL05 Thin and Light Laptop  (14 inch, Platinum Grey, 1.5 kg, With MS Office)","₹29,990",Intel,Celeron Dual Core,4 GB,Intel Integrated UHD,Windows 11 Home
34,"APPLE 2020 Macbook Air M1 - (8 GB/512 GB SSD/Mac OS Big Sur) MGN73HN/A  (13.3 inch, Space Grey, 1.29 kg)","₹1,11,990",Apple,M1,8 GB,NA,Mac OS Big Sur
35,"Lenovo Ideapad Slim 5i Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) 15 ITL 05 Thin and Light Laptop  (15.6 Inch, Graphite Grey, 1.66 KG, With MS Office)","₹64,990",Intel,Core i5,16 GB,Intel Integrated Iris Xe,Windows 10 Home
36,"MSI GF63 Thin Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) GF63 Thin 10UC-607IN Gaming Laptop  (15.6 inch, Black, 1.86 kg)","₹66,940",Intel,Core i5,8 GB,NVIDIA GeForce RTX 3050,Windows 10 Home
37,"ASUS VivoBook 15 (2021) Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) X515EA-EJ502TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)","₹53,990",Intel,Core i5,8 GB,Intel Integrated Iris Xe,Windows 10 Home
38,"ASUS Celeron Dual Core - (4 GB/1 TB HDD/Windows 10 Home) X543MA-GQ1015T Laptop  (15.6 inch, Transparent Silver, 1.9 kg)","₹24,990",Intel,Celeron Dual Core,4 GB,Intel Integrated UHD 600,Windows 10 Home
39,"Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 14ITL05 Thin and Light Laptop  (14 inch, Platinum Grey, 1.5 kg, With MS Office)","₹39,990",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 11 Home
40,"HP Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 14s- dy2506TU Thin and Light Laptop  (14 inch, Natural Silver, 1.46 kg, With MS Office)","₹39,999",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 11 Home
41,"ASUS Pentium Quad Core - (4 GB/1 TB HDD/Windows 10 Home) X543MA-DM101T Laptop  (15.6 inch, Transparent Silver, 1.90 kg)","₹27,990",Intel,Pentium Quad Core,4 GB,Intel Integrated UHD,Windows 10 Home
42,"ASUS VivoBook 15 (2021) Core i3 10th Gen - (4 GB/512 GB SSD/Windows 11 Home) X515JA-EJ372WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)","₹36,990",Intel,Core i3,4 GB,Intel Integrated UHD,Windows 11 Home
43,"HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2144au Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 kg, With MS Office)","₹48,990",AMD,Ryzen 5 Hexa Core,8 GB,AMD Radeon AMD,Windows 11 Home
44,"ASUS VivoBook 15 (2021) Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ562WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)","₹50,990",Intel,Core i5,8 GB,Intel Integrated UHD,Windows 11 Home
45,"Lenovo IdeaPad 3 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) 14IML05 Thin and Light Laptop  (14 inch, Platinum Grey, With MS Office)","₹38,990",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 11 Home
46,"DELL Vostro Ryzen 3 Dual Core R3-3250U - (8 GB/1 TB HDD/Windows 11 Home) Vostro 3405 Thin and Light Laptop  (14 inch, Accent Black, 1.59 Kg, With MS Office)","₹35,990",AMD,Ryzen 3 Dual Core,8 GB,AMD Radeon,Windows 11 Home
47,"DELL Inspiron Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) INSPIRON 3511 Thin and Light Laptop  (15.6 inch, Platinum Silver, 1.8 kg, With MS Office)","₹61,990",Intel,Core i5,8 GB,Intel Integrated UHD,Windows 11 Home
48,"MSI Core i3 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B10MW-657IN Thin and Light Laptop  (14 inch, Carbon Gray, 1.3 kg)","₹37,990",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 10 Home
49,"Lenovo IdeaPad 3 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) 14IML05 Thin and Light Laptop  (14 inch, Platinum Grey, With MS Office)","₹38,990",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 11 Home
50,"HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 14s-fq1092au Thin and Light Laptop  (14 inch, Natural Silver, 1.46 Kg, With MS Office)","₹49,490",AMD,Ryzen 5 Hexa Core,8 GB,AMD Radeon AMD,Windows 11 Home
51,"HP Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq4022TU Thin and Light Laptop  (15.6 Inch, Jet Black, 1.69 Kg, With MS Office)","₹55,999",Intel,Core i5,8 GB,Intel Integrated Iris Xe Graphics,Windows 11 Home
52,"ASUS VivoBook K15 OLED (2021) Ryzen 5 Hexa Core 5500U - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) KM513UA-L502WS Thin and Light Laptop  (15.6 inch, Indie Black, 1.80 kg, With MS Office)","₹57,990",AMD,Ryzen 5 Hexa Core,8 GB,AMD Radeon AMD,Windows 11 Home
53,"Lenovo Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL05 Thin and Light Laptop  (15.6 inch, Platinum Grey, 1.7 Kg, With MS Office)","₹51,990",Intel,Core i5,8 GB,Intel Integrated Iris Xe,Windows 11 Home
54,"MSI GF65 Thin Hexa Core i5 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/144 Hz) GF65 Thin 10UE-290IN Gaming Laptop  (15.6 inch, Black, 1.86 KG)","₹84,940",Intel,Hexa Core i5,16 GB,NVIDIA GeForce RTX 3060,Windows 10 Home
55,"MSI GF63 Thin Hexa Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650 Max Q/60 Hz) GF63 Thin 10SCXR-1616IN / GF63 Thin 10SC-611IN Gaming Laptop  (15.6 inch, Black, 1.86 KG)","₹57,940",Intel,Hexa Core i5,8 GB,NVIDIA GeForce GTX 1650 Max Q,Windows 10 Home
56,"ASUS VivoBook K15 OLED (2021) Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) K513EA-L312WS Thin and Light Laptop  (15.6 inch, Indie Black, 1.80 kg, With MS Office)","₹50,990",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 11 Home
57,"DELL Vostro 3405 Ryzen 5 Quad Core 3450U - (8 GB/256 GB SSD/Windows 10 Home) Vostro 3405 Thin and Light Laptop  (14 inch, Dune, 1.59 kg, With MS Office)","₹41,990",AMD,Ryzen 5 Quad Core,8 GB,AMD Radeon Vega 8,Windows 10 Home
58,"ASUS Core i3 11th Gen - (4 GB/256 GB SSD/Windows 11 Home) X415EA-EK302WS Thin and Light Laptop  (14 Inch, Transparent Silver, 1.60 kg, With MS Office)","₹35,590",Intel,Core i3,4 GB,Intel Integrated Intel UHD Graphics,Windows 11 Home
59,"DELL Vostro Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) Vostro 3401 Thin and Light Laptop  (14 inch, Accent Black, 1.58 kg, With MS Office)","₹38,190",Intel,Core i3,4 GB,Intel Integrated UHD,Windows 10 Home
60,"MSI Modern 14 Ryzen 5 Hexa Core 4500U - (8 GB/512 GB SSD/Windows 10 Home/AMD Radeon/60 Hz) Modern 14 B4MW-423IN Gaming Laptop  (14 inch, Carbon Grey, 1.3 Kg)","₹50,990",AMD,Ryzen 5 Hexa Core,8 GB,AMD Radeon,Windows 10 Home
61,"APPLE 2020 Macbook Pro M1 - (8 GB/512 GB SSD/Mac OS Big Sur) MYD92HN/A  (13.3 inch, Space Grey, 1.4 kg)","₹1,35,990",Apple,M1,8 GB,NA,Mac OS Big Sur
62,"HP Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-du3517TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.75 Kg, With MS Office)","₹53,990",Intel,Core i5,8 GB,Intel Integrated Iris Xe,Windows 11 Home
63,"ASUS ASUS TUF Gaming Core i5 11th Gen - (8 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) FX506HCB-HN228T Gaming Laptop  (15.6 inch, Graphite Black, 2.30 kg)","₹75,940",Intel,Core i5,8 GB,NVIDIA GeForce RTX 3050,Windows 10 Home
64,"Lenovo Ideapad Slim 3i (2021) Core i5 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) 15ITL6/ 15ITL6 Ub Thin and Light Laptop  (15.6 inch, Arctic Grey, 1.65 kg, With MS Office)","₹53,990",Intel,Core i5,8 GB,Intel Integrated Iris Xe,Windows 10 Home
65,"DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3515 Thin and Light Laptop  (15.6 Inch, Platinum Silver, 1.8 Kg, With MS Office)","₹39,490",AMD,Ryzen 3 Dual Core,8 GB,AMD Radeon Radeon Graphics,Windows 11 Home
66,"ASUS TUF Gaming F15 (2021) Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/144 Hz) FX506HM-HN016T Gaming Laptop  (15.6 Inch, Graphite Black, 2.3 KG)","₹89,940",Intel,Core i5,16 GB,NVIDIA GeForce RTX 3060,Windows 10 Home
67,"DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/Windows 10) INSPIRON 3501 Thin and Light Laptop  (15.6 inch, Softmint, 1.83 kg, With MS Office)","₹42,590",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 10
68,"DELL Inspiron Ryzen 5 Quad Core 3450U - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3515 Thin and Light Laptop  (15.6 Inch, Platinum Silver, 1.8 Kgs, With MS Office)","₹49,490",AMD,Ryzen 5 Quad Core,8 GB,AMD Radeon VEGA GRAPHICS,Windows 11 Home
69,"Lenovo IdeaPad 3 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15ITL6 Thin and Light Laptop  (15.6 inch, Arctic Grey, 1.65 kg, With MS Office)","₹56,990",Intel,Core i5,8 GB,Intel Integrated Iris Xe,Windows 10 Home
70,"acer Aspire 3 Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 11 Home) A315-23 Laptop  (15.6 inch, Pure Silver, 1.9 kg)","₹43,990",AMD,Ryzen 5 Quad Core,8 GB,AMD Radeon AMD,Windows 11 Home
71,"APPLE MacBook Air M1 - (16 GB/256 GB SSD/Mac OS Big Sur) Z124J001KD  (13.3 inch, Space Grey, 1.29 Kg)","₹1,08,990",Apple,M1,16 GB,NA,Mac OS Big Sur
72,"HP Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s- fq4021TU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.69 Kg, With MS Office)","₹54,385",Intel,Core i5,8 GB,Intel Integrated Iris Xe Graphics,Windows 11 Home
73,"Lenovo IdeaPad 5 Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14ITL05 Thin and Light Laptop  (14 inch, Graphite Grey, With MS Office)","₹63,990",Intel,Core i5,16 GB,Intel Integrated UHD,Windows 11 Home
74,"Lenovo IdeaPad Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) IdeaPad 5 15ALC05 Thin and Light Laptop  (15.6 inch, Graphite Grey, 1.66 kg, With MS Office)","₹52,990",AMD,Ryzen 5 Hexa Core,8 GB,AMD Radeon Radeon,Windows 10 Home
75,"Lenovo IdeaPad Gaming Ryzen 5 Hexa Core 4600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/120 Hz) 15ARH05 Gaming Laptop  (15.6 inch, Onyx Black, 2.2 kg)","₹56,940",AMD,Ryzen 5 Hexa Core,8 GB,NVIDIA GeForce GTX 1650,Windows 10 Home
76,"MSI GF65 Thin Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/144 Hz) GF65 Thin 10UE-410IN Gaming Laptop  (15.6 inch, Black, 1.86 kg)","₹92,440",Intel,Core i7,16 GB,NVIDIA GeForce RTX 3060,Windows 10 Home
77,"ASUS Vivobook Gaming Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) F571LH-BQ429T Gaming Laptop  (15.6 inch, Star Black, 2.14 kg)","₹62,940",Intel,Core i5,8 GB,NVIDIA GeForce GTX 1650,Windows 10 Home
78,"ASUS Vivobook 14 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) X415EA-EB342WS Notebook  (14 inch, Transparent Silver, 1.6 kg, With MS Office)","₹37,890",Intel,Core i3,8 GB,Intel Integrated Intel UHD,Windows 10 Home
79,"APPLE MacBook Pro M1 - (16 GB/256 GB SSD/Mac OS Big Sur) Z11B0008U  (13.3 inch, Space Grey, 1.4 kg)","₹1,35,990",Apple,M1,16 GB,NA,Mac OS Big Sur
80,"Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/120 Hz) 15ACH6| 15ACH6D1| IdeaPad Gaming3 15ACH6D1 Gaming Laptop  (15.6 inch, Shadow Black, 2.25$$kg kg)","₹60,940",AMD,Ryzen 5 Hexa Core,8 GB,NVIDIA GeForce GTX 1650,Windows 11 Home
81,"DELL Vostro Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) Vostro 3400 Thin and Light Laptop  (14.96 Inch, Dune, 1.59 Kg, With MS Office)","₹41,990",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 11 Home
82,"APPLE 2020 Macbook Pro M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MYDA2HN/A  (13.3 inch, Silver, 1.4 kg)","₹1,16,990",Apple,M1,8 GB,NA,Mac OS Big Sur
83,"APPLE 2020 Macbook Pro M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MYD82HN/A  (13.3 inch, Space Grey, 1.4 kg)","₹1,16,990",Apple,M1,8 GB,NA,Mac OS Big Sur
84,"HP Celeron Dual Core - (8 GB/256 GB SSD/Windows 11 Home) 14s-dq3032tu Thin and Light Laptop  (14 inch, Jet Black, 1.46 kg, With MS Office)","₹33,819",Intel,Celeron Dual Core,8 GB,Intel Integrated UHD,Windows 11 Home
85,"HP Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq4022TU Thin and Light Laptop  (15.6 Inch, Jet Black, 1.69 Kg, With MS Office)","₹55,999",Intel,Core i5,8 GB,Intel Integrated Iris Xe Graphics,Windows 11 Home
86,"Infinix INBook X1 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL11 Thin and Light Laptop  (14 inch, Starfall Grey, 1.48 kg)","₹34,990",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 11 Home
87,"Lenovo IdeaPad 3 Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) 14IIL05 Thin and Light Laptop  (14 inch, Abyss Blue, 1.6 kg, With MS Office)","₹36,940",Intel,Core i3,4 GB,Intel Integrated UHD,Windows 10 Home
88,"RedmiBook 15 e-Learning Edition Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Thin and Light Laptop  (15.6 inch, Charcoal Gray, 1.8 kg, With MS Office)","₹38,990",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 10 Home
89,"DELL Inspiron Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) INSPIRON 3511 Thin and Light Laptop  (15.6 inch, Mist Blue Speckle, 1.8 kg, With MS Office)","₹42,190",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 11 Home
90,"MSI Katana GF66 Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050Ti) Katana GF66 11UD-876IN Gaming Laptop  (15.6 Inch, Black, 2.25 kg)","₹76,990",Intel,Core i5,16 GB,NVIDIA GeForce RTX 3050Ti,Windows 10 Home
91,"MSI Alpha 15 Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/AMD Radeon RX6600M/144 Hz) Alpha 15 B5EEK-029IN Gaming Laptop  (15.6 inch, Black, 2.35 kg)","₹1,06,940",AMD,Ryzen 7 Octa Core,16 GB,AMD Radeon RX6600M,Windows 10 Home
92,"HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-FR2508TU Laptop  (15.6 Inch, Natural Silver, 1.69 Kg, With MS Office)","₹43,490",Intel,Core i3,8 GB,Intel Integrated UHD Graphics,Windows 11 Home
93,"Lenovo IdeaPad Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15IML05 Thin and Light Laptop  (15.6 Inch, Platinum Grey, 1.7 kg kg, With MS Office)","₹49,990",Intel,Core i5,8 GB,Intel Integrated UHD Graphics,Windows 11 Home
94,"MSI Core i3 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) Modern 14 B10MW-658IN Thin and Light Laptop  (14 inch, Carbon Gray, 1.3 kg)","₹48,990",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 10 Home
